variant,trajectory_id,step,seed,latency_ms,peak_allocated_gib,peak_reserved_gib,mse,mae
p50,4,24,4000066,132.34452100005,4.180168628692627,4.318359375,0.0138800637796521,0.0620170906186103
p50,4,32,4000074,130.6412400008412,4.180168628692627,4.318359375,0.0339383408427238,0.1059492155909538
p50,4,40,4000082,132.63266799913254,4.180168628692627,4.318359375,0.0009074461413547,0.0202651228755712
p50,4,48,4000090,136.69331300116028,4.180168628692627,4.318359375,0.0031940415501594,0.0339683629572391
p50,4,56,4000098,131.10043999949994,4.180168628692627,4.318359375,0.003303610952571,0.034928273409605
p50,12,0,12000042,127.16264899972884,4.1797285079956055,4.318359375,0.0063177295960485,0.049562532454729
p50,12,8,12000050,135.58137400104897,4.1797285079956055,4.318359375,0.0076513406820595,0.056566834449768
p50,12,16,12000058,136.28013399829797,4.1797285079956055,4.318359375,0.0040174084715545,0.0381208583712577
p50,12,24,12000066,145.1964650004811,4.1797285079956055,4.318359375,0.0031555613968521,0.0393177941441535
p50,12,32,12000074,129.78262000069662,4.1797285079956055,4.318359375,0.0079449033364653,0.0561722479760646
